SourceTable,PointID,MeasuringAgency,DataSource
WaterLevels,SO-0245,NMT,G
WaterLevels,SO-0245,NMT,G
WellData,SO-0245,,"Exploratory & Shallow Well Drilling Rio Grande Watershed Study-Phase 1 San Acacia Surface Water/Groundwater Investigation (Dec. 5, 2003) S.S. Papadopulos & Associates for US Army Corps of Engineer"
WaterLevels,SO-0246,NMISC,A
WaterLevels,SO-0246,NMT,G
WaterLevels,SO-0246,NMT,G
WaterLevels,SO-0246,NMT,G
WaterLevels,SO-0246,NMT,G
WaterLevels,SO-0246,NMT,G
WaterLevels,SO-0246,NMT,G
WellData,SO-0246,,"Exploratory & Shallow Well Drilling Rio Grande Watershed Study-Phase 1 San Acacia Surface Water/Groundwater Investigation (Dec. 5, 2003) S.S. Papadopulos & Associates for US Army Corps of Engineer"
WaterLevels,SO-0247,NMT,G
WaterLevels,SO-0247,NMISC,A
WellData,SO-0247,,"Exploratory & Shallow Well Drilling Rio Grande Watershed Study-Phase 1 San Acacia Surface Water/Groundwater Investigation (Dec. 5, 2003) S.S. Papadopulos & Associates for US Army Corps of Engineer"
WellData,SO-0249,,"Exploratory & Shallow Well Drilling Rio Grande Watershed Study-Phase 1 San Acacia Surface Water/Groundwater Investigation (Dec. 5, 2003) S.S. Papadopulos & Associates for US Army Corps of Engineer"
WaterLevels,SO-0250,NMISC,A
WaterLevels,SO-0250,NMT,G
WaterLevels,SO-0250,NMT,G
WaterLevels,SO-0250,NMT,G
WellData,SO-0250,,"Exploratory & Shallow Well Drilling Rio Grande Watershed Study-Phase 1 San Acacia Surface Water/Groundwater Investigation (Dec. 5, 2003) S.S. Papadopulos & Associates for US Army Corps of Engineer"
WaterLevels,SO-0251,NMISC,A
WaterLevels,SO-0251,NMT,G
WellData,SO-0251,,"Exploratory & Shallow Well Drilling Rio Grande Watershed Study-Phase 1 San Acacia Surface Water/Groundwater Investigation (Dec. 5, 2003) S.S. Papadopulos & Associates for US Army Corps of Engineer"
WaterLevels,SO-0254,NMT,G
WaterLevels,SO-0254,NMISC,A
WellData,SO-0254,,"Exploratory & Shallow Well Drilling Rio Grande Watershed Study-Phase 1 San Acacia Surface Water/Groundwater Investigation (Dec. 5, 2003) S.S. Papadopulos & Associates for US Army Corps of Engineer"
WaterLevels,SO-0255,NMISC,A
WaterLevels,SO-0255,NMT,G
WellData,SO-0255,,"Exploratory & Shallow Well Drilling Rio Grande Watershed Study-Phase 1 San Acacia Surface Water/Groundwater Investigation (Dec. 5, 2003) S.S. Papadopulos & Associates for US Army Corps of Engineer"
WaterLevels,SO-0260,NMISC,A
WellData,SO-0260,,"Exploratory & Shallow Well Drilling Rio Grande Watershed Study-Phase 1 San Acacia Surface Water/Groundwater Investigation (Dec. 5, 2003) S.S. Papadopulos & Associates for US Army Corps of Engineer"
WaterLevels,SO-0261,NMISC,A
WellData,SO-0261,,"Exploratory & Shallow Well Drilling Rio Grande Watershed Study-Phase 1 San Acacia Surface Water/Groundwater Investigation (Dec. 5, 2003) S.S. Papadopulos & Associates for US Army Corps of Engineer"
WellData,SV-0122,,San Pedro Creek Estates HOA
WellData,TB-0001,,OSE well record and owner info
WellData,TB-0002,,Owner - well drilled in 50's. owner has some records.
WellData,TB-0003,,Owner - well dirlled in 60s.
WellData,TB-0004,,"owner - well drilled by father, using septic auger."
WellData,TB-0005,,Owner and OSE well record.
WellData,TB-0006,,Owner. OSE well records
WellData,TB-0007,,Owner
WellData,TB-0009,,Owner and OSE site.
WellData,TB-0012,,Cathie.
WellData,TB-0015,,Well owner.
WellData,TB-0016,,undeclared well.
WellData,TB-0017,,Owner and OSE well record.
WellData,TB-0018,,Owner and well record.
WellData,TB-0020,,owner.
WellData,TB-0025,,Owner and well record.
WaterLevels,TB-0029,NMOSE,A
WaterLevels,TB-0029,NMOSE,A
WaterLevels,TB-0029,NMOSE,A
WaterLevels,TB-0029,NMOSE,A
WaterLevels,TB-0029,NMOSE,A
WaterLevels,TB-0029,NMOSE,A
WaterLevels,TB-0029,NMOSE,A
WaterLevels,TB-0029,NMOSE,A
WaterLevels,TB-0029,NMOSE,A
WaterLevels,TB-0029,NMOSE,A
WaterLevels,TB-0029,NMOSE,A
WaterLevels,TB-0029,NMOSE,A
WellData,TB-0029,,"Lauren Sherson established USGS Site ID for the NGWMN project (5/29/18 - KP). Part of OSE network, so thought it would have been in their system already."
WaterLevels,TB-0037,NMOSE,A
WaterLevels,TB-0037,NMOSE,A
WaterLevels,TB-0037,NMOSE,A
WaterLevels,TB-0037,NMOSE,A
WaterLevels,TB-0037,NMOSE,A
WaterLevels,TB-0037,NMOSE,A
WaterLevels,TB-0037,NMOSE,A
WaterLevels,TB-0037,NMOSE,A
WaterLevels,TB-0037,NMOSE,A
WellData,TB-0041,,Owner
WellData,TB-0046,,Well owner.
WellData,TB-0047,,OSE well record
WellData,TB-0048,,OSE well record
WellData,TB-0051,,OSE well record.
WellData,TB-0054,,owner
WellData,TB-0055,,Owner
WellData,TB-0056,,Owner
WellData,TB-0057,,Owner
WellData,TB-0058,,Owner
WellData,TB-0059,,Owner
WaterLevels,TB-0060,USGS,A
WaterLevels,TB-0060,USGS,A
WaterLevels,TB-0060,USGS,A
WaterLevels,TB-0060,USGS,A
WellData,TB-0060,,Owner
WellData,TB-0062,,Owner
WellData,TB-0063,,owner
WellData,TB-0067,,owner
WellData,TB-0068,,Owner
WaterLevels,TB-0071,NMOSE,A
WaterLevels,TB-0071,NMOSE,A
WaterLevels,TB-0071,NMOSE,A
WaterLevels,TB-0071,NMOSE,A
WaterLevels,TB-0071,NMOSE,A
WaterLevels,TB-0071,NMOSE,A
WaterLevels,TB-0071,NMOSE,A
WaterLevels,TB-0071,NMOSE,A
WaterLevels,TB-0071,NMOSE,A
WaterLevels,TB-0071,NMOSE,A
WaterLevels,TB-0071,NMOSE,A
WaterLevels,TB-0071,NMOSE,A
WellData,TB-0071,,OSE database. Lauren Sherson established USGS Site ID for the NGWMN project (5/29/18 - KP).
WellData,TB-0072,,Ranch foreman.
WellData,TB-0073,,Foreman
WellData,TB-0075,,OSE and Foreman.
WellData,TB-0084,,Lauren Sherson established USGS Site ID for the NGWMN project (5/29/18 - KP).
WaterLevels,TB-0091,NMOSE,A
WaterLevels,TB-0091,NMOSE,A
WaterLevels,TB-0091,NMOSE,A
WaterLevels,TB-0091,NMOSE,A
WaterLevels,TB-0091,NMOSE,A
WaterLevels,TB-0091,NMOSE,A
WaterLevels,TB-0091,NMOSE,A
WaterLevels,TB-0091,NMOSE,A
WaterLevels,TB-0091,NMOSE,A
WaterLevels,TB-0091,NMOSE,A
WellData,TB-0093,,Owner
WellData,TB-0094,,Owner
WellData,TB-0096,,Owner
WellData,TB-0097,,Owner.
WellData,TB-0100,,Owner
WellData,TB-0101,,Owner
WellData,TB-0102,,Owner
WellData,TB-0103,,Owner
WellData,TB-0104,,Owner
WellData,TB-0106,,Owner
WellData,TB-0107,,Owner
WellData,TB-0108,,Owner
WellData,TB-0109,,owner
WellData,TB-0110,,Owner
WellData,TB-0111,,Owner
WellData,TB-0113,,Owner
WellData,TB-0114,,Owner
WellData,TB-0115,,Owner
WellData,TB-0117,,Owner
WellData,TB-0118,,Owner
WellData,TB-0119,,Owner
WellData,TB-0120,,Owner
WellData,TB-0121,,Owner
WellData,TB-0122,,Owner
WellData,TB-0123,,Owner
WellData,TB-0124,,Owner
WellData,TB-0125,,Owner
WellData,TB-0126,,Owner
WellData,TB-0127,,Onwer
WellData,TB-0128,,Owner
WellData,TB-0129,,Owner
WellData,TB-0130,,Owner.
WellData,TB-0131,,Owner
WellData,TB-0132,,Owner
WellData,TB-0133,,Owner
WellData,TB-0135,,owner.
WaterLevels,TB-0136,NMOSE,A
WaterLevels,TB-0136,NMOSE,A
WaterLevels,TB-0136,NMOSE,A
WaterLevels,TB-0136,NMOSE,A
WaterLevels,TB-0136,NMOSE,A
WaterLevels,TB-0136,NMOSE,R
WaterLevels,TB-0136,NMOSE,A
WaterLevels,TB-0136,NMOSE,A
WaterLevels,TB-0136,NMOSE,A
WaterLevels,TB-0136,NMOSE,A
WaterLevels,TB-0136,NMOSE,A
WaterLevels,TB-0136,NMOSE,A
WaterLevels,TB-0136,NMOSE,A
WaterLevels,TB-0137,NMOSE,A
WaterLevels,TB-0137,NMOSE,A
WaterLevels,TB-0137,NMOSE,A
WaterLevels,TB-0137,NMOSE,A
WaterLevels,TB-0137,NMOSE,A
WaterLevels,TB-0137,NMOSE,A
WaterLevels,TB-0137,NMOSE,A
WaterLevels,TB-0137,NMOSE,R
WaterLevels,TB-0137,NMOSE,A
WaterLevels,TB-0137,NMOSE,A
WaterLevels,TB-0137,NMOSE,A
WaterLevels,TB-0137,NMOSE,A
WaterLevels,TB-0137,NMOSE,A
WellData,TB-0137,,OSE records.
WaterLevels,TB-0138,NMOSE,A
WaterLevels,TB-0138,NMOSE,A
WaterLevels,TB-0138,NMOSE,A
WaterLevels,TB-0138,NMOSE,A
WaterLevels,TB-0138,NMOSE,A
WaterLevels,TB-0138,NMOSE,A
WaterLevels,TB-0138,NMOSE,A
WaterLevels,TB-0138,NMOSE,R
WaterLevels,TB-0138,NMOSE,A
WaterLevels,TB-0138,NMOSE,A
WaterLevels,TB-0138,NMOSE,A
WellData,TB-0138,,OSE records
WaterLevels,TB-0139,NMOSE,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,NMOSE,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,NMOSE,A
WaterLevels,TB-0139,NMOSE,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,NMOSE,R
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,NMOSE,A
WaterLevels,TB-0139,NMOSE,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,NMOSE,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,NMOSE,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,NMOSE,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,NMOSE,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,NMOSE,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WaterLevels,TB-0139,USGS,A
WellData,TB-0139,,OSE records
WaterLevels,TB-0140,NMOSE,A
WaterLevels,TB-0140,NMOSE,A
WaterLevels,TB-0140,NMOSE,A
WaterLevels,TB-0140,NMOSE,A
WaterLevels,TB-0140,NMOSE,A
WaterLevels,TB-0140,NMOSE,A
WaterLevels,TB-0140,NMOSE,A
WaterLevels,TB-0140,NMOSE,A
WaterLevels,TB-0140,NMOSE,A
WaterLevels,TB-0140,NMOSE,A
WaterLevels,TB-0140,NMOSE,A
WaterLevels,TB-0140,NMOSE,R
WaterLevels,TB-0140,NMOSE,A
WellData,TB-0140,,OSE Records
WaterLevels,TB-0141,NMOSE,R
WaterLevels,TB-0141,NMOSE,A
WaterLevels,TB-0141,NMOSE,A
WaterLevels,TB-0141,NMOSE,A
WaterLevels,TB-0141,NMOSE,A
WaterLevels,TB-0141,NMOSE,A
WaterLevels,TB-0141,NMOSE,A
WaterLevels,TB-0141,NMOSE,A
WaterLevels,TB-0141,NMOSE,A
WaterLevels,TB-0141,NMOSE,A
WaterLevels,TB-0141,NMOSE,A
WellData,TB-0141,,OSE records
WaterLevels,TB-0142,NMOSE,A
WaterLevels,TB-0142,NMOSE,A
WaterLevels,TB-0142,NMOSE,A
WaterLevels,TB-0142,NMOSE,A
WaterLevels,TB-0142,NMOSE,A
WaterLevels,TB-0142,NMOSE,A
WaterLevels,TB-0142,NMOSE,A
WaterLevels,TB-0142,NMOSE,A
WaterLevels,TB-0142,NMOSE,A
WaterLevels,TB-0142,NMOSE,A
WaterLevels,TB-0142,NMOSE,A
WaterLevels,TB-0142,NMOSE,R
WaterLevels,TB-0142,NMOSE,A
WellData,TB-0142,,OSE records
WellData,TB-0144,,owner
WellData,TB-0179,,Owner
WellData,TB-0180,,Owner
WellData,TB-0182,,Owner.
WellData,TB-0183,,Owner
WellData,TB-0184,,Owner
WellData,TB-0203,,Lauren Sherson established USGS Site ID for the NGWMN project (5/29/18 - KP).
WaterLevels,TB-0204,SNL,A
WaterLevels,TB-0204,SNL,A
WaterLevels,TB-0204,SNL,A
WaterLevels,TB-0204,SNL,A
WaterLevels,TB-0204,SNL,A
WaterLevels,TB-0204,SNL,A
WaterLevels,TB-0204,SNL,A
WaterLevels,TB-0206,SNL,A
WaterLevels,TB-0208,SNL,A
WaterLevels,TB-0209,SNL,A
WaterLevels,TB-0209,SNL,A
WaterLevels,TB-0209,SNL,A
WaterLevels,TB-0209,SNL,A
WaterLevels,TB-0209,SNL,A
WaterLevels,TB-0209,SNL,A
WaterLevels,TB-0209,SNL,A
WaterLevels,TB-0209,SNL,A
WaterLevels,TB-0209,SNL,A
WaterLevels,TB-0210,SNL,A
WaterLevels,TB-0212,SNL,A
WaterLevels,TB-0212,SNL,A
WaterLevels,TB-0212,SNL,A
WaterLevels,TB-0212,SNL,A
WaterLevels,TB-0212,SNL,A
WaterLevels,TB-0212,SNL,A
WaterLevels,TB-0212,SNL,A
WaterLevels,TB-0212,SNL,A
WaterLevels,TB-0212,SNL,A
WaterLevels,TB-0213,SNL,A
WaterLevels,TB-0213,SNL,A
WaterLevels,TB-0213,SNL,A
WaterLevels,TB-0213,SNL,A
WaterLevels,TB-0213,SNL,A
WaterLevels,TB-0213,SNL,A
WaterLevels,TB-0213,SNL,A
WaterLevels,TB-0213,SNL,A
WellData,TB-0214,,Some limited WQ measurements at well and nearby stream. Filed. Not entered.
WaterLevels,TC-240,USGS,A
WellData,TC-240,,Some WLs from USGS & Dames and Moore (4/11/1986). Some WQ from Vail Engineering (Sept. 1993).
WaterLevels,TC-249,USGS,A
WellData,TC-249,,"Hydrologic and hydrogeologic analysis for the Guadalupe Mtn. ground-water discharge plan. June 1984, Water Resources Associates, Inc."
WellData,TC-304,,"Winograd, I.J., 1959, Ground-water Conditions and Geology of Sunshine Valley and Western Taos County, NM, State of New Mexico, State Engineer Office, Technical Report #12"
WellData,TC-311,,"Winograd, I.J., 1959, Ground-water Conditions and Geology of Sunshine Valley and Western Taos County, NM, State of New Mexico, State Engineer Office, Technical Report #12"
WellData,TC-313,,"Winograd, I.J., 1959, Ground-water Conditions and Geology of Sunshine Valley and Western Taos County, NM, State of New Mexico, State Engineer Office, Technical Report #12"
WellData,TC-316,,"Winograd, I.J., 1959, Ground-water Conditions and Geology of Sunshine Valley and Western Taos County, NM, State of New Mexico, State Engineer Office, Technical Report #12"
WellData,TC-430,,"Water chemistry from TSWCD. Fairly sure this is COS-11, eventhough there is a descrepency between well log depth and well depth on chemistry sheet."
WellData,TV-106,,"Turner, B., 1996, The Water Availability for the El Mirador Subdivision, Taos County, New Mexico, Turner Environmental Consultants, pg. 7, Table 1."
WellData,TV-107,,"Turner, B., 1996, The Water Availability for the El Mirador Subdivison, Taos County, New Mexico, Turner Environmental Consultants, Pg. 18, Table 1, and Appendices 2,3. (Data from Jenkins in 1982). Ful"
WellData,TV-108,,"(Author?), 1998, Geohydrology of River Bend Subdivision Taos County, New Mexico, Glorieta Geoscience, Inc. Appendix A.  (Full report filed w/TV-121)."
WellData,TV-116,,"Darr, M.J., 2008, Geohydrologic Investigation Report: Proposed Los Llanos Subdivision, Taos County, New Mexico, MJDarrconsult, Inc."
WellData,TV-119,,GGI report (has WQ sample). Requested from P. Drakos; have not received response.
WellData,TV-121,,"Author (?), 1998, Geohydrology of River Bend Subdivision, Taos County, New Mexico, Glorieta Geoscience, Inc.  Also in NMGS Gdbk 55 pg 396."
WellData,TV-136,,"P. Drakos, et al., 2004, Chemical & Isotopic Constraints on Source-Waters and Connectivity of Basin-Fill Aquifers in the Southern San Luis Basin, NM. NMGS Guidebook 55, pg 405."
WellData,TV-139,,"Darr, Michael J., 2007, Geohydrologic Investigation Report: Proposed ""Golf Country"" Subdivision, Taos County, New Mexico, MJDarrconsult, Inc."
WellData,TV-152,,"Turner, B., 1996, The Water Availability for the El Mirador Subdivision, Taos County, New Mexico, Turner Environmental Consultants, Apdx. 2 & 3. (Data from Drakos, GGI, 1996) Report filed w/TV-229. Al"
WellData,TV-157,,"Hydroscience Associates, Inc., 2006, Analysis of Aquifer Test Run Using Well RG-87082, Taos County, New Mexico. Lauren Sherson established USGS Site ID for the NGWMN project (5/29/18 - KP)."
WellData,TV-167,,"Darr, M.J., 2006, Geohydrologic Investigation Report: Proposed ""Ocotillo"" Subdivision, Taos County, NM. MJDarrconsult, Inc / Hydroscience Assoc. Inc, 2006, Analysis of Aquifer Test Run Using RG-87080"
WellData,TV-170,,"1) Drakos, P., Riesterer, J., Lazarus, J., 2007, Drilling and Completion Report, Rio Pueblo 3200 Feet Deep Production Well (RG-37303-S), Taos, NM, GGI (Filed w/TV-171). 2) Water Level Monitoring Prgm."
WellData,TV-174,,"1) Author?, 1995, Town of Taos San Juan/Chama Diversion Proj., Phase 2, Vol. 1, Production Well & Observation Well Installation, Testing, and Determination of Aquifer Coefficients, GGI. 2) Water Level"
WellData,TV-176,,CH2M Hill water level measurements at WWTP (entered into db).
WellData,TV-177,,CH2M Hill water level measurements at WWTP (entered into db).
WellData,TV-178,,CH2M Hill water level measurements at WWTP (entered into db).
WellData,TV-192,,"1) Turner, B., 1996, Water Availability for the El Mirador Subdvn, Taos Cty, NM, Turner Environ. Consult., Appd 2&3 (filed w/TV-229). 2) Vista del Valle report (filed w/TV-153). 3) Drakos, P. 2005, Ge"
WellData,TV-196,,Lauren Sherson established USGS Site ID for the NGWMN project (5/29/18 - KP).
WellData,TV-197,,"Drakos, P., et al., 2004, Hydrologic Characteristics of Basin-Fill Aquifers in the Southern San Luis Basin, NM, NMGS Guidebook 55, pg. 391."
WellData,TV-201,,Lithlog personal communication w/GGI.
WellData,TV-203,,"M.J. Darr consulting letter to Roy Cunnyngham, 2006."
WellData,TV-204,,"M.J. Darr consulting letter to Roy Cunnyngham, 2006."
WellData,TV-205,,"M.J. Darr consulting letter to Roy Cunnyngham, 2006. References additional well tests by M.J. Darr."
WellData,TV-207,,Taos Soil & Water Conservation District water sample study.
WellData,TV-208,,CH2M Hill water level measurements at WWTP (entered into db).
WellData,TV-209,,"McCoy, Annie M. and Peery, Roger, 2008, Water-Availability Assessment for Miranda Canyon Preserve Subdivision, Taos County, NM, John Shomaker & Associates. Full report in file called ""Reports w/multip"
WellData,TV-210,,"McCoy, Annie M. and Peery, Roger, 2008, Water-Availability Assessment for Miranda Canyon Preserve Subdivision, Taos County, NM, John Shomaker & Associates.  Full report in file called ""Reports w/multi"
WellData,TV-211,,"McCoy, Annie M. and Peery, Roger, 2008, Water-Availability Assessment for Miranda Canyon Preserve Subdivision, Taos County, NM, John Shomaker & Associates.  Full report in file called ""Reports w/multi"
WellData,TV-212,,"McCoy, Annie M. and Peery, Roger, 2008, Water-Availability Assessment for Miranda Canyon Preserve Subdivision, Taos County, NM, John Shomaker & Associates.  Full report in file called ""Reports w/multi"
WellData,TV-213,,"McCoy, Annie M. and Peery, Roger, 2008, Water-Availability Assessment for Miranda Canyon Preserve Subdivision, Taos County, NM, John Shomaker & Associates.  Full report in file called ""Reports w/multi"
WellData,TV-214,,"McCoy, Annie M. and Peery, Roger, 2008, Water-Availability Assessment for Miranda Canyon Preserve Subdivision, Taos County, NM, John Shomaker & Associates.  Full report in file called ""Reports w/multi"
WellData,TV-215,,"McCoy, Annie M. and Peery, Roger, 2008, Water-Availability Assessment for Miranda Canyon Preserve Subdivision, Taos County, NM, John Shomaker & Associates.  Full report in file called ""Reports w/multi"
WellData,TV-216,,"McCoy, Annie M. and Peery, Roger, 2008, Water-Availability Assessment for Miranda Canyon Preserve Subdivision, Taos County, NM, John Shomaker & Associates.  Full report in file called ""Reports w/multi"
WellData,TV-217,,"Drakos, P., Hodgins, M., 2000, Drilling & Testing Report, Bureau of Reclamation 2000-Ft. Deep Nested Piezometer/Exploratory Well (BOR #1), Taos, NM, GGI. 2) Water Level Monitoring Prgm. 2002-2007, GGI"
WellData,TV-218,,"Drakos, P. and Hodgins, M., 2000, Drilling and Testing Report, Bureau of Reclamation 2000-Feet Deep Nested Piezometer/Exploratory Well (BOR #1), Taos, NM, Glorieta Geoscience, Inc.   Also, Water Level"
WellData,TV-219,,"Drakos, P. & Hodgins, M., 2000, Drilling and Testing Report, Bureau of Reclamation 2000-Feet Deep Nested Piezometer/Exploratory Well (BOR #1), Taos, NM, GGI.  Also, Water Level Monitoring Prgm. 2002-2"
WellData,TV-229,,"Turner, B., 1996, The Water Availability for the El Mirador Subdivision, Taos County, New Mexico, Turner Environmental Consultants, Appendices 1, 3, 4"
WellData,TV-253,,"Also see: Drakos, P., 2007, Geohydrology of the Estancias Atalaya Subdivision, Taos County, New Mexico, Glorieta Geoscience, Inc. (Filed w/TV-103)."
WellData,TV-272,,"Drakos, P., Hodgins, M., Lazarus, J. and Riesterer, J, 2002, Drilling & Testing Report, BOR 2000-Feet Deep Nested Piezometer/Exploratory Well (BOR-2) & 2100-Feet Deep Production Well (BOR-3), Paseo de"
WellData,TV-273,,"Drakos, P., Hodgins, M., Lazarus, J. & Riesterer, J, 2002, Drilling & Testing Report, BOR 2000-Ft. Deep Nested Piezometer/Expl. Well (BOR-2) & 2100-Ft. Deep Production Well (BOR-3), Paseo del Canon We"
WellData,TV-274,,"Drakos, P., Hodgins, M., Lazarus, J. & Riesterer, J, 2002, Drilling & Testing Report, BOR 2000-Ft. Deep Nested Piezometer/Expl. Well (BOR-2) & 2100-Ft. Deep Production Well (BOR-3), Paseo del Canon We"
WellData,TV-275,,"Drakos, P., Hodgins, M., Lazarus, J. & Riesterer, J, 2002, Drilling & Testing Report, BOR 2000-Ft. Deep Nested Piezometer/Expl. Well (BOR-2) & 2100-Ft. Deep Production Well (BOR-3), Paseo del Canon We"
WaterLevels,UC-0001,USGS,A
WaterLevels,UC-0001,NESWCD,A
WaterLevels,UC-0001,USGS,A
WaterLevels,UC-0001,USGS,A
WaterLevels,UC-0001,USGS,A
WaterLevels,UC-0001,NESWCD,A
WaterLevels,UC-0001,USGS,A
WaterLevels,UC-0001,NESWCD,A
WaterLevels,UC-0001,NESWCD,A
WaterLevels,UC-0001,USGS,A
WaterLevels,UC-0001,USGS,A
WaterLevels,UC-0001,USGS,A
WaterLevels,UC-0001,USGS,A
WaterLevels,UC-0001,USGS,A
WaterLevels,UC-0001,USGS,A
WellData,UC-0001,,Some data from USGS. Overlapping site data.
WaterLevels,UC-0002,USGS,A
WaterLevels,UC-0002,USGS,A
WaterLevels,UC-0002,USGS,A
WaterLevels,UC-0002,USGS,A
WaterLevels,UC-0002,USGS,A
WaterLevels,UC-0002,USGS,A
WaterLevels,UC-0002,NESWCD,A
WaterLevels,UC-0002,USGS,A
WaterLevels,UC-0002,USGS,A
WaterLevels,UC-0002,USGS,A
WaterLevels,UC-0002,NESWCD,A
WaterLevels,UC-0002,USGS,A
WaterLevels,UC-0002,NESWCD,A
WaterLevels,UC-0002,USGS,A
WaterLevels,UC-0002,USGS,A
WellData,UC-0002,,Some data from USGS. Overlapping site data.
WaterLevels,UC-0003,NESWCD,A
WaterLevels,UC-0003,NESWCD,A
WaterLevels,UC-0003,USGS,A
WaterLevels,UC-0003,USGS,A
WaterLevels,UC-0003,USGS,A
WaterLevels,UC-0003,USGS,A
WaterLevels,UC-0003,USGS,A
WaterLevels,UC-0003,USGS,A
WaterLevels,UC-0003,NESWCD,A
WaterLevels,UC-0003,USGS,A
WaterLevels,UC-0003,USGS,A
WaterLevels,UC-0003,USGS,A
WaterLevels,UC-0003,NESWCD,A
WaterLevels,UC-0003,NESWCD,A
WaterLevels,UC-0003,USGS,A
WellData,UC-0003,,Some data from USGS. Overlapping site data.
WaterLevels,UC-0004,USGS,A
WaterLevels,UC-0004,USGS,A
WaterLevels,UC-0004,USGS,A
WaterLevels,UC-0004,NESWCD,A
WaterLevels,UC-0004,USGS,A
WaterLevels,UC-0004,USGS,A
WaterLevels,UC-0004,USGS,A
WaterLevels,UC-0004,USGS,A
WaterLevels,UC-0004,NESWCD,A
WaterLevels,UC-0004,NESWCD,A
WaterLevels,UC-0004,USGS,A
WaterLevels,UC-0004,USGS,A
WaterLevels,UC-0004,USGS,A
WaterLevels,UC-0004,USGS,A
WaterLevels,UC-0004,USGS,A
WellData,UC-0004,,Some data from USGS. Overlapping site data.
WaterLevels,UC-0007,NESWCD,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,NESWCD,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,NESWCD,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,NESWCD,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,USGS,A
WaterLevels,UC-0007,NESWCD,A
WellData,UC-0007,,Some data from USGS. Overlapping site data.
WaterLevels,UC-0008,NESWCD,A
WaterLevels,UC-0008,USGS,A
WaterLevels,UC-0008,USGS,A
WaterLevels,UC-0008,USGS,A
WaterLevels,UC-0008,NESWCD,A
WaterLevels,UC-0008,USGS,A
WaterLevels,UC-0008,NESWCD,A
WaterLevels,UC-0008,NESWCD,A
WaterLevels,UC-0008,USGS,A
WaterLevels,UC-0008,USGS,A
WaterLevels,UC-0008,USGS,A
WellData,UC-0008,,Some data from USGS. Overlapping site data. Aquifer type from USGS.
WaterLevels,UC-0010,USGS,A
WaterLevels,UC-0010,USGS,A
WaterLevels,UC-0010,USGS,A
WaterLevels,UC-0010,NESWCD,A
WaterLevels,UC-0010,NESWCD,A
WaterLevels,UC-0010,USGS,A
WaterLevels,UC-0010,NESWCD,A
WaterLevels,UC-0010,USGS,A
WaterLevels,UC-0010,USGS,A
WellData,UC-0010,,Some data from USGS. Overlapping site data.
WaterLevels,UC-0012,USGS,A
WaterLevels,UC-0012,USGS,A
WaterLevels,UC-0012,USGS,A
WaterLevels,UC-0012,NESWCD,A
WaterLevels,UC-0012,NESWCD,A
WaterLevels,UC-0012,USGS,A
WaterLevels,UC-0012,USGS,A
WaterLevels,UC-0012,NESWCD,A
WaterLevels,UC-0012,USGS,A
WaterLevels,UC-0012,NESWCD,A
WaterLevels,UC-0012,NESWCD,A
WaterLevels,UC-0012,USGS,A
WaterLevels,UC-0012,USGS,A
WaterLevels,UC-0012,NESWCD,A
WaterLevels,UC-0012,USGS,A
WellData,UC-0012,,Some data from USGS. Overlapping site data.
WellData,UC-0020,,"depth made up by GCR based on nearby wells, no actual data"
