NMAquiferTable,MatchField,LocationId,WellID,OBJECTID,PointID,OSEWellID,OSEWelltagID,HoleDepth,WellDepth,DepthSource,CompletionDate,CompletionSource,MeasuringPoint,MPHeight,CasingDiameter,CasingDepth,CasingDescription,DrillerName,ConstructionMethod,ConstructionNotes,AquiferType,AqClass,FormationZone,StaticWater,WaterNotes,Status,CurrentUse,StatusUserNotes,MonitoringStatus,OpenWellLoggerOK,MonitorOK,SampleOK,DataSource,Notes,MonitorGroup,WellPdf,MonitorStatusReason,HydrographInterp,PrimaryUseSite_USGS,PrimaryUseWater_USGS,SSMA_TimeStamp
dbo.WellData,DataSource,A5D9DC9F-B400-4976-BD57-26657013BB80,AE78FCEA-D285-46FF-9372-B9CBE5C4BB1B,6914,BC-0046,,,,,R,,,,0.66,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005BE8C
dbo.WellData,DataSource,85E03AC0-4B9D-43A6-86BC-67E32CEC9AA3,546DD5E0-8F44-4129-8E25-BBA391DAA7DD,6874,BC-0006,S-00970,,,200,R,,,,-1,,,,,,,,,231CHNL,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005BFA9
dbo.WellData,DataSource,3DF3E042-F8A5-4FA6-8495-3DDC69E55220,D62FFAA0-76F9-4EAA-A6ED-BC247D692545,7054,BC-0186,S-01183,,650,650,R,1986-06-25 00:00:00.000,D,,2.33,0.45,650,,"Sandia Well Drilling, Inc.",A,,,,325MDER,500,WBZ: 515' to 516' fractured grey limestone @ 1 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0186.pdf,,,,,0x000000000005BFEC
dbo.WellData,DataSource,C6E307EE-0797-4D84-B449-30BFE1051920,26B247AC-C2B3-4C19-B29F-BD1C3F00F0CB,7049,BC-0181,S-01204,,420,420,R,1986-08-15 00:00:00.000,D,,0.34,0.42,420,,"Ear & Sons, Inc.",P,,,,325MDER,220,WBZ: 380' to 420' fractured limestone @ 10 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0181.pdf,,,,,0x000000000005C082
dbo.WellData,DataSource,4A141C7F-309B-466B-BAB0-58150B208E43,42A07C3D-0B74-41D2-9CA5-BF7B1732EA48,6895,BC-0027,S-02676 POD1,,790,790,D,2011-07-19 00:00:00.000,D,,1.13,,,,"Dennisson, Dusty",A,Well depth first provided by Bernalillo Cty. Found the well log subsequently.,,,211CRVC,479,WBZ: 348'-412' Gray sandstone @ 1 gpm,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0027.pdf,,,,,0x000000000005C1E0
dbo.WellData,DataSource,BB79BEFC-CADF-451F-8CA8-2BB444B3A6A1,E77F60D1-298D-406D-B94A-C2A1D4CEF157,7055,BC-0187,S-01079,,505,505,R,1985-07-11 00:00:00.000,D,,0,0.42,505,,Garcia Drilling,A,,,,325MDER,360,WBZ: 460' to 505' white limestone @ 6-12 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0187.pdf,,,,,0x000000000005C3C0
dbo.WellData,DataSource,296AEAA0-DDB2-4CEE-A3F4-603FF9C2E3A2,491EE5C2-F7F7-41B0-93F9-C493A0128BCC,7047,BC-0179,S-01269,,600,600,R,1987-05-11 00:00:00.000,D,,1.64,0.42,600,,Sandia Well Drilling,A,,,,325MDER,200,WBZ: 480' to 481' grey shale @ 1 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0179.pdf,,,,,0x000000000005C4D5
dbo.WellData,DataSource,250FE18B-9F18-40F5-B765-28BF6CDB2660,BE5AAF45-A9AB-48BC-8992-C556552120E1,6970,BC-0102,RG-44390,,600,600,R,1985-11-26 00:00:00.000,D,,0.86,0.42,600,,"Earl & Sons, Inc.",P,,,,325MDER,295,WBZ: 340' to 350 sandstone @ 1 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0102.pdf,,,,,0x000000000005C548
dbo.WellData,DataSource,5B9C57F7-6B50-449D-9AEF-264F8BFABB09,5D8A735F-4860-49CF-A2AB-C66F308753D8,6982,BC-0114,RG-54674,,260,260,D,1992-05-07 00:00:00.000,D,,1.37,0.42,240,,"Sandia Well Drilling, Inc.",A,,,,325MDER,80,WBZ: 131' to 132' green/brown limestone @ 1 GPM; 246' to 247' black/brown limestone @ 9 GPM.,I,D,"Home accesses municipal source, but can use well. Mostly well is unused per owners.",H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0114.pdf,,,,,0x000000000005C5E3
dbo.WellData,DataSource,B6D730F1-F755-473A-A149-B3A8210D5057,57C9EF6F-D44A-4C5C-9D9F-C6ACD29E0485,7013,BC-0145,RG-60928,,,659,R,1995-08-29 00:00:00.000,D,,1.3,0.38,,,"Rodgers & Co., Inc.",,,,,110ALVM,458,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005C603
dbo.WellData,DataSource,0B244F40-EFA6-42AF-9506-6727BB8BC543,8216516A-7FA1-494B-B8EC-C733DBFE29A4,6934,BC-0066,S-01629,,130,130,R,1992-04-27 00:00:00.000,D,,1.9,0.42,130,,Earl & Sons Inc.,P,,,,318ABO,80,WBZ: 80' to 130' sandstone @ 6 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0066.pdf,,,,,0x000000000005C652
dbo.WellData,DataSource,133CF2A0-BE4C-4767-AF01-69157457FF47,911A30E2-8766-4F10-9B77-C758AB6F473F,6929,BC-0061,S-01936,,245,245,R,1996-08-10 00:00:00.000,D,,1.23,0.42,245,,Beeman Well Drilling & Pump,A,,,,211MENF/211PNLK,140,WBZ: 210' to 232' grey sandstone @ 20+ GPM,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0061.pdf,,,,,0x000000000005C66E
dbo.WellData,DataSource,1CE4B412-8720-4DD1-98B1-DBA63336359D,0EDE5117-5049-490A-8078-C7A5D04FCC6F,6873,BC-0005,S-00458,,300,300,D,1978-10-20 00:00:00.000,D,,2.17,0.42,300,,Sandia Well Drilling,,,,,318ABO,210,WBZ: 272' to 273' red sandstone @ 10 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0005.pdf,,,,,0x000000000005C6A5
dbo.WellData,DataSource,71AD3ABA-A663-4E76-AEB5-18C22FA00170,45C3BF3E-BFC7-4585-9B53-C8B5B986793C,7014,BC-0146,RG-60927,,760,758,R,2012-11-02 00:00:00.000,D,,1.34,0.52,758,,"Rodgers & Co., Inc.",H,,,,110ALVM,427,WBZ: 305' to 760' total yield 10 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0146.pdf,,,,,0x000000000005C732
dbo.WellData,DataSource,517ED931-FBF7-4521-B70E-E435123929F9,2E72A9FD-16C1-41E9-B2B7-C900FC90B68C,36382,BC-0197,S-01093,,605,605,R,1985-09-19 00:00:00.000,D,,0.62,0.42,605,,"W.H. Adkison Drilling, Inc.",A,,,,325MDER,330,WBZ: 345' to 357' grey fractured limestone @ 1.5 GPM; 496' to 521' grey fractured limestone @ 1 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0197.pdf,,,,,0x000000000005C759
dbo.WellData,DataSource,CBF51006-CF3B-4A49-AA03-1C4EB314A5B9,684C4142-2BA6-42E5-89F2-CBC4D98A415C,6950,BC-0082,RG-84584,,,40,R,,,,0.35,,,,,,,,,318ABO,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005C8EC
dbo.WellData,DataSource,DA251B4C-66F0-43E9-93FC-0C2F3F06FB0F,126FBE5A-376F-4965-BDDD-CD6CCA7D9D54,6936,BC-0068,S-02659 CLW,,360,360,R,2011-01-04 00:00:00.000,D,,1.67,0.33,360,,"Rodgers & Co., Inc.",H,,,,231CHNL,62,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0068.pdf,,,,,0x000000000005C9E5
dbo.WellData,DataSource,219C36E3-9EB8-4846-8E13-E96E7CF60940,5DA4E14C-AB1C-49EE-8440-CD95E38C393C,6984,BC-0116,,,,,R,,,,0,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005CA02
dbo.WellData,DataSource,5E187D71-73F6-4E0A-8A31-57BE719AD767,0D37F6A8-33EB-41C0-B996-CE3E8CB50BC3,36428,BC-0243,,,,,,,,,1.25,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005CA6E
dbo.WellData,DataSource,83F2AC1D-4EBF-4D2D-BC95-706AF1D8A080,715B6322-CB82-4563-8D53-CE6AA7D4E698,6882,BC-0014,RG-92869 POD2,,306,306,R,2011-10-03 00:00:00.000,D,,2.76,0.5,306,,Garcia Brothers Drilling,P,,,,410PRCG,60,"WBZ: 60' to 306' hard brown, white, yellow, black granite and yellow shale @ 5-8 GPM.",,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0014.pdf,,,,,0x000000000005CA86
dbo.WellData,DataSource,B702E345-BCB5-481D-B2FA-5FBC978184EF,CC02774C-CF5A-455D-884F-D001AC1839CA,6971,BC-0103,E-04672,,180,180,R,1987-09-22 00:00:00.000,D,,1.47,0.38,180,,W.H. Adkison Drilling,A,,,,325MDER,90,WBZ: 143' to 168' tan fractured limestone @ 15 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0103.pdf,,,,,0x000000000005CB6E
dbo.WellData,DataSource,3B4A4D00-D72B-49B3-8010-7F60CFDCB819,18545A9D-C28A-4AF4-BA0E-D1212839A836,6989,BC-0121,RG-34275,,275,275,R,1980-05-02 00:00:00.000,D,,1.28,0.42,275,,"Earl & Sons, Inc.",P,,,,325MDER,175,WBZ: 175' to 275' shale @ 4-5 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0121.pdf,,,,,0x000000000005CC1F
dbo.WellData,DataSource,18DBE827-3C2B-4727-A593-7C3FE062AC58,E7C1504C-0EB5-4BBD-99A9-D15AF8D7FE67,6985,BC-0117,RG-59119,,400,400,D,1994-07-06 00:00:00.000,D,,1.03,,,,Sandia Well Drilling,A,Matched well log with this site thru OSE web map and BC owner named Manny and application that says Manuell & Martha Chavez.,,,325MDER,220,WBZ: 314'-315' Brown limestone @ 3-4 gpm,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0117.pdf,,,,,0x000000000005CC42
dbo.WellData,DataSource,990B4D6A-B6B8-4CD1-8D86-7CFD714EAFFE,8D2AB2E2-15E6-45D5-8A3C-D8F5D169185E,6994,BC-0126,RG-52935 POD 2,,365,365,R,2004-08-04 00:00:00.000,D,,1.5,0.42,365,,"Sandia Well Service, Inc.",A,,,,410PRCG,170,200' to 220' grey granite @ 2-3 GPM; 340' to 360' grey granite @ 2 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0126.pdf,,,,,0x000000000005D0AC
dbo.WellData,DataSource,B86CC3AA-BF9B-42D5-9F8B-80D2C309746E,9928ACB1-B7E2-4FAC-AD2B-D955C96B892A,6920,BC-0052,,,,,R,,,,1.11,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005D0DC
dbo.WellData,DataSource,95B1572A-2780-410C-80BB-D18B3AA79BBA,3958D3D9-5BCC-4C5D-BF2E-D966E97B1708,6903,BC-0035,S-00312,,320,320,R,1977-02-17 00:00:00.000,D,,1.8,0.42,100,,Sandia Well Drilling,A,,,,325MDER,250,WBZ: 289' to 295' grey limestone @ 5 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0035.pdf,,,,,0x000000000005D0E7
dbo.WellData,DataSource,B55DF684-A729-4E32-B3B2-464AE13FE33E,C81C6EF4-5BA9-4F06-AA91-DAF817EE7B90,6909,BC-0041,S-01225,,260,260,R,1986-11-21 00:00:00.000,D,,1.4,0.42,255,,Sandia Well Drilling,A,,,,231CHNL,170,WBZ: 235' to 236' red shale @ 8 GPM; 240' to 241' red shale @ 10 GPM.,,,Well shared by three HH,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0041.pdf,,,,,0x000000000005D1C2
dbo.WellData,DataSource,3AAACD49-C33B-4AF0-9124-8A927BEDAA7C,2B40380D-D718-46F2-8CE6-DBA1421643C8,6963,BC-0095,,,,,R,,,,0.4,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005D226
dbo.WellData,DataSource,69D99C93-0ADA-4F4D-83A5-C74534484B1D,87AE8AFE-D2B7-4331-8018-DBFFCE94F5DA,6896,BC-0028,,,,,R,,,,1.17,,,,,,,,,,,,I,X,Unused well in field.,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005D25B
dbo.WellData,DataSource,792A90A3-E3B7-4CE7-AA5C-E6022DE5E913,2822D158-1432-48B9-91D0-DDA7AB449300,6955,BC-0087,S-01469 POD2,,340,340,R,2013-05-11 00:00:00.000,D,,1.48,0.42,340,,Usrey Drilling,P,,,,231CHNL,142,WBZ: 265' to 267' green grey limestone @ 10 GPM; 267' to 275' maroon grey sandstone (fine grain) @ 20 GPM; 325' to 340' maroon mudstone @ 5 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0087.pdf,,,,,0x000000000005D356
dbo.WellData,DataSource,D3DEBA55-901A-4E10-845E-07AF8A2790A3,31C92320-E2A3-453A-942B-E05A69818766,6939,BC-0071,S-02546,,,,R,,,,1.27,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005D4F6
dbo.WellData,DataSource,9009D8F2-CA19-4859-9B1A-E1FF8FE78C59,D9F1E745-ED28-4CAA-B736-E06DC83958D0,7026,BC-0158,S-01019,,340,340,R,2001-09-27 00:00:00.000,D,,1.43,0.42,340,,"W.H. Adkison Drilling, Inc.",A,,,,318ABO,220,WBZ: 254' to 274' brown sandstone @ 10 GPM; 280' to 300' brown sandstone @ 20 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0158.pdf,,,,,0x000000000005D508
dbo.WellData,DataSource,5B010C55-DDAC-4319-9049-BE291C19C082,6A7D3208-6D63-4563-984C-E076706C4CE4,6951,BC-0083,S-00609,,300,300,R,1984-07-27 00:00:00.000,D,,1.5,0.42,300,,"Earl & Sons, Inc.",P,,,,231SNRS,155,WBZ: 200' to 300' limestone & shale @ 20+ GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0083.pdf,,,,,0x000000000005D50C
dbo.WellData,DataSource,8E504C82-1CBA-45AB-BEE0-3A2666C25165,019BD2D9-0DEF-4092-A59C-E201F0F84CAA,7001,BC-0133,S-02021,,,400,R,,,,1.56,,,,,,,,,318ABO,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005D5FA
dbo.WellData,DataSource,779A42FD-F4CC-4F95-9A7E-36D1F0DB761F,D5CA7963-0C17-4CC3-9287-E34DF03F4799,6887,BC-0019,RG-92869 POD1,,,,R,,,,-5.9,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005D6CD
dbo.WellData,DataSource,FAC0C686-ABBA-4D6D-891A-9B2313CB9816,22A24CD7-88EC-4160-A929-E3B567044D28,6871,BC-0003,S-00435 X,,305,305,D,1994-09-22 00:00:00.000,D,,2.5,0.38,305,,"Sandia Well Drilling, Inc",A,,,,318YESO ,128,WBZ: 237'-238' Red shale @ 15+ gpm,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0003.pdf,,,,,0x000000000005D710
dbo.WellData,DataSource,8B72CBE3-FF26-4E55-878E-1A0478ABD0B6,E7B97662-F011-4AA9-BEA8-E3C303901D84,36435,BC-0250,S-01037,,160,160,R,1985-03-29 00:00:00.000,D,,0,0.42,160,,Earl & Sons,P,,,,318ABO,45,WBZ: 120' to 160' shale & sandstone @ 10 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0250.pdf,,,,,0x000000000005D714
dbo.WellData,DataSource,40751FEE-E74E-43A9-8B49-C16E6DE1F62C,BFEA77FA-C006-4184-B230-E40C4380BB0B,6897,BC-0029,S-01679 POD2,,,240,R,,,,1.93,,,,,,New well,,,231CHNL,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005D742
dbo.WellData,DataSource,6CEBDD31-CF4D-4418-9428-680CE1AEC609,AA01E5AF-4E4D-4584-BAC2-E59A963A2B66,7061,BC-0193,S-00843,,260,260,R,1983-06-01 00:00:00.000,D,,1.5,0.42,260,,Sandia Well Drilling,A,,,,211DKOT,190,WBZ: 235' to 236' brown sandstone @ 2 GPM; 240' to 241' brown sandstone @ 9 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0193.pdf,,,,,0x000000000005D835
dbo.WellData,DataSource,9ACCF645-678B-41E4-877D-2273C0AE8DBD,C195D791-7C9C-4CBB-B5A2-E5B640FEF927,6902,BC-0034,S-00624,,160,160,R,1980-08-09 00:00:00.000,D,,1.5,0.42,160,,Sandia Well Drilling,A,,,,211MVRD,45,WBZ: 55' to 56' grey sandstone @ 8 GPM; 130' to 131' grey sandstone @ 6 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0034.pdf,,,,,0x000000000005D843
dbo.WellData,DataSource,DBD6F3E0-D133-4474-958E-B1B800149797,6390F9B3-2548-41FA-8571-E6850712A06E,6972,BC-0104,E-07265,,200,200,R,1998-06-03 00:00:00.000,D,,0.64,0.38,200,,Wesley J. Caldwell,A,,,,325MDER,100,WBZ: 168' to 170' limestone @ 5 GPM. Static water level approximate.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0104.pdf,,,,,0x000000000005D8C7
dbo.WellData,DataSource,B47E5484-93B9-4802-B9C4-74C8428EF792,83781E41-64D2-4566-B5A7-EB92B4D12A78,36447,BC-0262,,,,,,,,,0.94,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005DBD0
dbo.WellData,DataSource,EEC53E6A-76D9-4CFA-919C-82DACD11E1A7,C64F4C76-DABE-472F-8412-EBDAC107926C,7059,BC-0191,S-01060,,317,317,R,1985-10-31 00:00:00.000,D,,0.77,0.42,145,,"Sandia Well Drilling, Inc.",A,,,,231CHNL,145,WBZ: 185' to 186' brown sandstone @ 1 GPM; 215' to 216' brown sandstone @ 7 GPM; 290' to 291 brown sandstone @ 19 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0191.pdf,,,,,0x000000000005DBFB
dbo.WellData,DataSource,C346647F-6120-4CF0-8616-81C210BDACA7,E2D8C384-8719-4B6D-A61E-EC56A8ACEC99,6992,BC-0124,RG-64876,,220,220,R,1996-06-11 00:00:00.000,D,,1.15,0.38,220,,Mountain Valley Drilling Co.,A,,,,410PRCG,75,WBZ: 94' to 95' black & white granite @ 2 GPM; 195' to 196' black & white granite @ 8 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0124.pdf,,,,,0x000000000005DC40
dbo.WellData,DataSource,00F59F2B-E6FD-42A3-BAB3-903CF4656B14,C8551EEB-1173-4265-94D4-EC72EEF01936,7004,BC-0136,S-02723,,405,402,R,2012-11-02 00:00:00.000,D,,1.56,0.66,402,,The Water Works Drilling,A,,,,318ABO,173,WBZ: 214' to 235' brown sandstone @ 15 GPM; 235' to 270' coarse grain brown sandstone @ 25 GPM; 360' to 365' well cemented white quartz @ 20 GPM.,I,D,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0136.pdf,,,,,0x000000000005DC53
dbo.WellData,DataSource,E3E501EB-0C24-428C-82BF-1E5F65B7C51E,29085EEB-755D-4C1B-8352-EDD6236E5811,6923,BC-0055,S-01173,,160,160,R,1986-05-31 00:00:00.000,D,,1.15,0.42,157,,"Sandia Well Drilling, Inc.",A,,,,310GLOR,90,WBZ: 142' to 143' yellow sandstone @ 30 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0055.pdf,,,,,0x000000000005DD1E
dbo.WellData,DataSource,91D5983B-9F3B-4A8E-9972-0860D49B3B98,B936E760-342A-46A7-91C8-EDECD5E13EA1,7021,BC-0153,S-02609,,283,283,R,2007-05-01 00:00:00.000,D,,1.8,0.42,283,,Earl & Sons,P,,,,231CHNL,200,WBZ: 220' to 283' grey sandstone fractures @ 20 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0153.pdf,,,,,0x000000000005DD2A
dbo.WellData,DataSource,655C3A43-6BE4-42C5-B387-C976C13D4514,AE6DDA3D-C765-4858-9E6A-EE7336143DFC,6875,BC-0007,S-01102,,420,420,R,1986-09-04 00:00:00.000,D,,2.16,0.42,420,,"Earl & Sons, Inc.",P,,,,231CHNL,100,WBZ: 375' to 420' shale and sandstone @ 4+ GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0007.pdf,,,,,0x000000000005DD8B
dbo.WellData,DataSource,FB74191D-9F62-49AC-B220-1C677B6BA13F,6C7B2E8F-972B-46FE-8277-F0D9ACE3B601,6973,BC-0105,,,,,R,,,,1.8,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005DEF4
dbo.WellData,DataSource,580B3F5E-03AA-4964-AABF-D8BA4D8A6F30,63F14188-D062-4447-95E4-F2A25DE6FB38,7050,BC-0182,S-01275,,600,600,R,1987-06-06 00:00:00.000,D,,1.04,,,,Sandia Well Drilling,A,,,,325MDER,440,WBZ: 460' to 461' grey limestone @ 0.5 GPM; 575' to 576' grey limestone @ 1 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0182.pdf,,,,,0x000000000005DFF1
dbo.WellData,DataSource,636C5E0A-C644-40E3-8E13-A3D8E75C3BF3,AB66BCF0-EBD2-4C88-AEFF-F3E16F710869,6907,BC-0039,S-01368,,425,425,R,1988-07-08 00:00:00.000,D,,1.6,0.42,425,,"Earl & Sons, Inc.",P,,,,221MRSN/221BLUF,275,WBZ: 400' to 425' sandstone @ 10+ GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0039.pdf,,,,,0x000000000005E099
dbo.WellData,DataSource,E01CCD25-2646-45CA-940D-ACB5D40606E6,130D1254-37DF-4655-B0FC-F3ED525FFD89,7048,BC-0180,,,,,R,,,,1.76,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005E09B
dbo.WellData,DataSource,EF2AFC86-DC5E-41DC-AA78-EA8AE11F0074,361002E8-A301-4622-9876-F403DB8D421A,36399,BC-0214,,,,,,,,,1.5,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005E0AD
dbo.WellData,DataSource,6BE6EDE0-AE62-4086-BCE5-3E630DD4FC40,1A4649BF-3BD5-4EED-85FE-F427B75F9D4E,36390,BC-0205,,,,,,,,,0.5,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005E0C0
dbo.WellData,DataSource,8C609B06-AE3F-4C6D-9EF3-C67AFCBEB2CD,0A8CB448-197A-4ECB-8ED3-F432BFE4EB1D,7027,BC-0159,S-02229,,304,304,R,2002-07-13 00:00:00.000,D,,1.95,0.38,303,,"Rodgers & Co., Inc.",A,,,,318ABO,160,WBZ: 200' to 304' flagstone & sand stringers @ 35 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0159.pdf,,,,,0x000000000005E0C7
dbo.WellData,DataSource,11822492-3ED7-49A5-8109-FCEB2D067FAA,4B57FCEB-6A5C-4CE9-9C7A-F68A65B8BBE8,36403,BC-0218,,,,,,,,,2,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005E22C
dbo.WellData,DataSource,02E5B1E2-F197-4CFD-8423-6ED30220DFFF,5F60BF58-6A49-47FA-8A75-F6A431B3C625,6921,BC-0053,S-01302,,240,240,R,1987-10-03 00:00:00.000,D,,2.07,0.33,240,,Garcia Drilling,A,,,,325MDER,100,WBZ: 150' to 180' red clay @ 10 GPM; 220' to 240' red sand rock @ 25 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0053.pdf,,,,,0x000000000005E23A
dbo.WellData,DataSource,4FA21ADC-EFF6-4A36-867D-99F4B2A9310B,217A06D7-8F73-480B-8C33-F6BB2B0FBB92,36436,BC-0251,,,,110,R,,,,1.44,,,,,,,,,231CHNL,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005E245
dbo.WellData,DataSource,37C9A019-08D7-422F-8E74-E293DD9675EB,7708C711-A9ED-4882-93C3-F71C2F36E97F,7003,BC-0135,S-02116,,400,400,R,1999-06-03 00:00:00.000,D,,1.11,0.45,400,,Earl & Sons,Z,Type tools: DHH,,,318ABO,285,WBZ: 355' to 365' coarse grain tan sandstone @ 10+ GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0135.pdf,,,,,0x000000000005E285
dbo.WellData,DataSource,AEAA7D49-A9DB-46C3-A7D2-05D68560A92E,E9542353-7913-4261-A9B5-F77979C00100,6968,BC-0100,S-00740,,260,260,R,1982-03-03 00:00:00.000,D,,1.74,0.42,260,,Sandia Well Drilling,A,,,,313SADR,90,WBZ: 120' to 121' grey limestone @ 3 GPM; 240' to 241' brown limestone @ 18 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0100.pdf,,,,,0x000000000005E2C6
dbo.WellData,DataSource,A0C94CBB-DEB4-481F-8869-F54C31C80BB9,48560988-B0D5-4EE7-A9D0-F8BBFACF9E6B,6919,BC-0051,S-00379,,245,245,R,1978-07-22 00:00:00.000,D,,0.88,0.42,245,,Garcia Drilling,A,,,,211MENF/211PNLK,150,WBZ: 200' to 225' red sand rock @ 15-20 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0051.pdf,,,,,0x000000000005E372
dbo.WellData,DataSource,382730D7-FFD7-4C28-85D7-9BF8F8C6AE50,F81501AF-929E-4C89-8FB7-FA0591C562BF,36414,BC-0229,RG-94390,,400,400,R,2013-12-09 00:00:00.000,D,,1.36,0.42,400,,"Sandia Well Service, Inc.",P,,,,410PRCG,321,WBZ: 350' to 360' fractured granite @ 12 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0229.pdf,,,,,0x000000000005E42A
dbo.WellData,DataSource,9E86F192-19F8-4D47-A2F2-CB356FA461CB,00FAF079-7E2E-4D73-95D4-FAB3B9183A6F,6925,BC-0057,S-00858,,225,225,R,,,,2.18,0.42,225,,"Earl & Sons, Inc.",P,,,,211MENF/211PNLK,100,WBZ: 175' to 225' shaleand sandstone @ 12-15 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0057.pdf,,,,,0x000000000005E487
